house_index,bedrooms,property_type,property_subtype,locality,postal_code,street,number,box,kitchen,facades,price,furnished,terrace,terraceSurface,fireplace,fireplaceCount,buildingState,garden,gardenSurface,pool,landSurface,livingArea,surfaceOfThePlot,typeOfSale
5540,3,HOUSE,VILLA,Belsele,9111,Schrijberg,39,,0,4.0,640000.0,0,0,0.0,1,1,AS_NEW,1,450,0,1058.0,311.0,1058.0,
10494,5,HOUSE,EXCEPTIONAL_PROPERTY,Waremme,4300,Rue de la Résistance,97,,1,4.0,850000.0,0,1,250.0,0,0,GOOD,1,3000,1,4788.0,365.0,4788.0,
10604,2,APARTMENT,APARTMENT,Oostende,8400,Nieuwpoortsesteenweg,31,0101,1,2.0,183000.0,0,1,1.0,0,0,GOOD,0,0,0,,86.0,,
18002,5,HOUSE,HOUSE,Sint-Kruis,8310,Karel Van Manderstraat,130,,0,4.0,592100.0,0,0,0.0,0,0,GOOD,0,0,0,525.0,198.0,525.0,
14284,2,APARTMENT,APARTMENT,Leuven,3001,Bierbeekstraat,65 67,0003,0,,495000.0,0,1,14.0,0,0,GOOD,1,66,0,,114.0,,
14707,4,HOUSE,VILLA,Knokke-Heist Knokke,8300,Molenschaarde,1,,1,3.0,3950000.0,0,1,,0,0,AS_NEW,0,0,0,501.0,344.0,501.0,
15212,2,HOUSE,HOUSE,Mechelen,2800,Lange Heergracht,67,,1,3.0,665000.0,0,1,20.0,0,0,GOOD,1,25,0,126.0,210.0,126.0,
592,4,HOUSE,HOUSE,Ichtegem,8480,Zuidstraat,108,,1,,179000.0,0,1,,0,0,TO_RENOVATE,0,0,0,571.0,122.0,571.0,
7711,5,HOUSE,HOUSE,Bruxelles  2,1020,Avenue Albert Brachet 9,,,1,2.0,450000.0,0,0,0.0,0,0,,1,30,0,139.0,210.0,139.0,
11311,3,HOUSE,VILLA,Maldegem,9990,Radestraat,5,,0,4.0,889000.0,0,1,,0,0,AS_NEW,0,0,0,4700.0,222.0,4700.0,
6014,4,HOUSE,HOUSE,Geraardsbergen,9500,Veldekensdreef,23,,1,2.0,329000.0,0,1,80.0,0,0,,1,300,0,516.0,210.0,516.0,
3665,2,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,1200,Tomberg,91,,1,2.0,310000.0,0,1,,0,0,GOOD,0,0,0,,94.0,,UnderOption
1027,3,HOUSE,HOUSE,Amay,4540,Chaussée de Liège,150D,,1,4.0,280000.0,0,1,27.0,0,0,GOOD,1,800,0,1323.0,160.0,1323.0,
10386,5,HOUSE,VILLA,Schellebelle,9260,Karel De Brichylaan,9,,1,4.0,825000.0,0,1,,0,0,AS_NEW,0,0,1,1000.0,322.0,1000.0,
3923,4,HOUSE,HOUSE,Wevelgem,8560,Groeningestraat,7,,0,4.0,485000.0,0,1,,0,0,AS_NEW,0,0,0,1043.0,337.0,1043.0,
3162,4,HOUSE,HOUSE,Liedekerke,1770,Houtmarktstraat,69,,0,3.0,339000.0,0,0,0.0,0,0,,0,0,0,387.0,387.0,387.0,
5773,0,APARTMENT,APARTMENT,Knokke,8300,Winston Churchillaan,0,,0,,295000.0,0,0,0.0,0,0,GOOD,0,0,0,,36.0,,
823,1,APARTMENT,APARTMENT,Anderlecht,1070,Rue Joseph Pavez - Joseph Pavezstraat,4,,1,2.0,135000.0,0,0,0.0,0,0,TO_RENOVATE,0,0,0,,60.0,,UnderOption
536,2,HOUSE,HOUSE,WAREGEM,8790,Hugo Verrieststraat,53,,1,3.0,299000.0,0,1,53.0,0,0,,1,47,0,225.0,130.0,225.0,
8567,2,APARTMENT,APARTMENT,WILLEBROEK,2830,Vaartstraat,80,101,1,,185000.0,0,1,2.0,0,0,GOOD,0,0,0,,70.0,,
5562,6,HOUSE,VILLA,Asse,1730,,,,1,4.0,2175000.0,0,1,,0,0,GOOD,1,70470,1,70800.0,630.0,70800.0,
11317,3,HOUSE,VILLA,Sint-Martens-Latem,9830,Elslo,4,,0,4.0,1265000.0,0,1,28.0,0,0,AS_NEW,0,0,0,962.0,245.0,962.0,
1359,2,HOUSE,HOUSE,Evergem,9940,Verbindingstraat,2,,0,4.0,369000.0,0,0,0.0,0,0,AS_NEW,1,211,0,313.0,102.0,313.0,
5949,3,APARTMENT,APARTMENT,Asse,1731,Breughelpark,18,,0,,170000.0,0,1,8.0,0,0,GOOD,0,0,0,,95.0,,UnderOption
10791,2,APARTMENT,APARTMENT,Evere,1140,Avenue Cicéron,17,54,1,3.0,345000.0,0,1,3.0,0,0,AS_NEW,0,0,0,,89.0,,
13588,4,HOUSE,HOUSE,Oudenaarde,9700,Trekweg (Linker oever),4,,0,2.0,388000.0,0,1,16.0,0,0,,1,84,0,206.0,153.0,206.0,UnderOption
14457,2,APARTMENT,APARTMENT,De Haan,8420,Monicastraat,5,00.03,0,2.0,365000.0,0,0,0.0,0,0,AS_NEW,0,0,0,,95.0,,
8732,3,HOUSE,HOUSE,Woubrechtegem,9550,Neerwegstraat,14,,0,,250000.0,0,0,0.0,0,0,TO_RENOVATE,0,0,0,638.0,136.0,638.0,
8062,1,APARTMENT,APARTMENT,Molenbeek-Saint-Jean,1080,,,,1,2.0,199000.0,0,0,0.0,1,1,GOOD,0,0,0,,,,
4901,5,HOUSE,VILLA,Uccle,1180,,,,1,4.0,2950000.0,0,1,60.0,0,0,AS_NEW,1,1800,1,2099.0,320.0,2099.0,
12690,2,APARTMENT,LOFT,Borgerhout,2140,Herentalsebaan,11a,2,1,,498000.0,0,1,12.0,0,0,,0,0,0,,225.0,,
6656,6,HOUSE,VILLA,La Hulpe,1310,,,,1,4.0,3475000.0,0,1,40.0,0,0,TO_BE_DONE_UP,0,0,1,70000.0,450.0,70000.0,
6538,2,HOUSE,HOUSE,Halle,1500,Rood Kruisstraat,28,,0,2.0,359000.0,0,0,0.0,0,0,,0,0,0,282.0,184.0,282.0,UnderOption
5727,4,HOUSE,VILLA,Molenstede,3294,Fort Leopoldlaan,13,,0,4.0,875000.0,0,0,0.0,0,0,GOOD,0,0,0,10972.0,333.0,10972.0,
15458,5,HOUSE,HOUSE,Uccle,1180,,,,1,4.0,1390000.0,0,1,38.0,0,0,TO_BE_DONE_UP,1,600,1,822.0,413.0,822.0,
13256,4,HOUSE,HOUSE,Braine-le-Château,1440,,,,1,4.0,590000.0,0,1,90.0,0,0,GOOD,1,1250,0,1715.0,182.0,1715.0,
16706,2,APARTMENT,APARTMENT,Veurne,8630,Zuidburgweg,107,,0,,315000.0,0,1,19.0,0,0,GOOD,0,0,0,,,,
9472,1,APARTMENT,APARTMENT,Ans,4431,rue de jemeppe,105,02,1,,130000.0,0,0,0.0,0,0,TO_BE_DONE_UP,0,0,0,,50.0,,UnderOption
16748,4,HOUSE,HOUSE,Knokke,8300,Middelhoek,20,,1,2.0,985000.0,0,1,,0,0,AS_NEW,0,0,0,225.0,254.0,225.0,
2312,4,HOUSE,VILLA,WORTEGEM,9790,Wortegemseweg,94,,0,4.0,790000.0,0,1,,1,1,TO_BE_DONE_UP,0,0,0,2396.0,350.0,2396.0,
528,3,HOUSE,HOUSE,RONSE,9600,Constantin Meunierstraat,24,,1,2.0,325000.0,0,1,,0,0,GOOD,0,0,0,264.0,150.0,264.0,
13739,3,HOUSE,HOUSE,Moen,8552,Vaartstraat,2,G,1,3.0,415000.0,0,0,0.0,0,0,GOOD,0,0,0,453.0,172.0,453.0,
3467,2,APARTMENT,APARTMENT,Heist-aan-Zee,8301,Vissershuldeplein,3,E5,1,,239000.0,0,0,0.0,0,0,,0,0,0,,51.0,,
2369,1,APARTMENT,APARTMENT,De Haan,8420,Torenhofstraat,2,O110,0,,82500.0,0,0,0.0,0,0,AS_NEW,0,0,0,,32.0,,
8965,2,APARTMENT,APARTMENT,BORGERHOUT,2140,Collegelaan,30,31,1,3.0,172000.0,0,1,2.0,0,0,GOOD,0,0,0,,66.0,,
3456,4,HOUSE,VILLA,Malle,2390,Elzenlaan,11,,1,4.0,949000.0,0,1,1.0,1,1,GOOD,1,3000,1,3300.0,280.0,3300.0,
8487,6,HOUSE,HOUSE,Zwijndrecht,2070,Krijgsbaan,65,,0,3.0,440000.0,0,0,0.0,0,0,TO_RENOVATE,0,0,0,261.0,318.0,261.0,
15346,3,HOUSE,HOUSE,Heist-op-den-Berg,2220,Vogelzangstraat,41,,1,4.0,425000.0,0,1,,0,0,GOOD,0,0,0,800.0,213.0,800.0,
9426,1,APARTMENT,APARTMENT,ANTWERPEN,2000,Osystraat,20,GLVL,0,2.0,249000.0,0,1,20.0,0,0,,0,0,0,,132.0,,
9787,2,APARTMENT,APARTMENT,Herent,3020,Broekveldstraat,2,,1,2.0,329000.0,0,1,3.0,0,0,GOOD,1,12,0,,89.0,,UnderOption
2631,5,HOUSE,HOUSE,Sint-Agatha-Berchem,1082,Alcyonstraat,76,,1,2.0,375000.0,0,1,,0,0,TO_BE_DONE_UP,0,0,0,255.0,173.0,255.0,UnderOption
13573,2,APARTMENT,APARTMENT,Lede,9340,Steenstraat,3a,11,1,3.0,235000.0,0,1,12.0,0,0,GOOD,0,0,0,,90.0,,UnderOption
14223,4,APARTMENT,TRIPLEX,Knokke-Heist,8300,Jozef Mommenstraat,2,,0,,1240000.0,0,1,17.0,0,0,GOOD,0,0,0,,199.0,,
10156,3,HOUSE,HOUSE,RONSE,9600,Georges Eeckhoutstraat,36,,1,3.0,380000.0,0,1,,0,0,GOOD,1,360,0,604.0,150.0,604.0,
7328,5,HOUSE,HOUSE,VILLERS-LA-VILLE,1495,,,,1,4.0,730000.0,0,1,100.0,1,1,TO_BE_DONE_UP,0,0,0,2400.0,335.0,2400.0,
9904,0,APARTMENT,APARTMENT,De Panne,8660,Marktlaan,38,301,0,,139000.0,0,0,0.0,0,0,TO_BE_DONE_UP,0,0,0,,67.0,,
15615,4,HOUSE,VILLA,Waterloo,1410,,,,1,4.0,1495000.0,0,1,1.0,1,1,,1,1,0,1298.0,328.0,1298.0,
4580,9,HOUSE,APARTMENT_BLOCK,GENT,9000,Zwijnaardsesteenweg / Burggravenlaan,183/188,,1,2.0,1200000.0,1,1,51.0,0,0,GOOD,0,0,0,314.0,240.0,314.0,
8820,3,APARTMENT,APARTMENT,Borgerhout,2140,Turnhoutsebaan,457,1401,0,,188000.0,0,1,12.0,0,0,TO_BE_DONE_UP,0,0,0,,96.0,,UnderOption
303,1,APARTMENT,APARTMENT,Uccle,1180,rue de la mutualite,50,,1,2.0,235000.0,0,0,0.0,0,0,TO_RENOVATE,0,0,0,,70.0,,
4161,1,APARTMENT,APARTMENT,Antwerpen,2000,Italiëlei,46,0,1,2.0,289000.0,0,0,0.0,0,0,JUST_RENOVATED,0,0,0,,61.0,,
1768,3,HOUSE,HOUSE,TOLLEMBEEK,1570,Hernestraat,57,,1,,285000.0,0,0,0.0,0,0,TO_BE_DONE_UP,0,0,0,387.0,162.0,387.0,
10981,2,APARTMENT,APARTMENT,Hasselt,3500,Oeverstraat,7,C2.08,0,,299000.0,0,1,22.0,0,0,GOOD,0,0,0,,92.0,,
17361,2,APARTMENT,APARTMENT,Lommel,3920,Kloosterstraat,39,b,0,,279000.0,0,1,,0,0,GOOD,0,0,0,,86.0,,UnderOption
4538,4,HOUSE,MIXED_USE_BUILDING,Brugge,8000,Rijselstraat,112,,1,2.0,348800.0,0,1,15.0,0,0,GOOD,0,0,0,242.0,350.0,242.0,
12289,5,HOUSE,HOUSE,LONDERZEEL,1840,Eeckhout,7,,1,4.0,850000.0,0,1,45.0,0,0,GOOD,1,470,0,1317.0,425.0,1317.0,
9364,5,HOUSE,HOUSE,LONDERZEEL,1840,Bergkapelstraat,9,,1,4.0,480000.0,0,1,,0,0,TO_BE_DONE_UP,0,0,0,962.0,200.0,962.0,UnderOption
19820,4,HOUSE,HOUSE,Epinois,7134,rue zulmar hecq,,,0,,228960.0,0,0,0.0,0,0,,0,0,0,536.0,215.0,536.0,
17554,1,APARTMENT,APARTMENT,Knokke-Heist,8300,Julius Hostestraat,"1,3.2",,1,2.0,379000.0,1,0,0.0,0,0,GOOD,0,0,0,,60.0,,
17692,2,APARTMENT,APARTMENT,Gits,8830,Gitsbergstraat,28,,0,,259000.0,0,0,0.0,0,0,AS_NEW,0,0,0,,99.0,,
467,2,APARTMENT,APARTMENT,LIÈGE,4020,Avenue de la Croix-Rouge,138,31,1,2.0,159000.0,0,1,6.0,0,0,TO_BE_DONE_UP,0,0,0,,81.0,,
12397,0,APARTMENT,FLAT_STUDIO,Bruxelles,1000,Rue Saint-Laurent,2,34,1,2.0,135000.0,0,0,0.0,0,0,GOOD,0,0,0,,23.0,,UnderOption
1197,3,HOUSE,HOUSE,Libramont-Chevigny,6800,Rue de la Cité,44,,1,2.0,188000.0,0,1,,0,0,TO_BE_DONE_UP,0,0,0,294.0,90.0,294.0,UnderOption
19487,4,HOUSE,TOWN_HOUSE,NIVELLES,1400,,,,1,,524000.0,0,0,0.0,0,0,,0,0,0,424.0,242.0,424.0,
12095,2,APARTMENT,APARTMENT,Duinbergen,8301,Knokkestraat,339,0.1,1,3.0,575000.0,1,1,,0,0,GOOD,0,0,0,,88.0,,
4210,4,HOUSE,HOUSE,Lievegem,9920,Sportstraat,32,,0,4.0,510000.0,0,0,0.0,0,0,AS_NEW,0,0,0,800.0,248.0,800.0,
11966,0,APARTMENT,FLAT_STUDIO,Nieuwpoort,8620,Sint-Bernardusplein,10,0114,0,,159000.0,1,1,,0,0,TO_BE_DONE_UP,0,0,0,,39.0,,
15118,2,APARTMENT,DUPLEX,Knokke-Heist,8300,Duinenwater,35,32,0,,725000.0,0,1,,0,0,,0,0,0,,77.0,,
15351,3,HOUSE,HOUSE,Embourg,4053,avenue du Centenaire,45,,0,4.0,590000.0,0,1,,1,1,GOOD,0,0,0,711.0,192.0,711.0,
6190,4,HOUSE,HOUSE,Boom,2850,Tuyaertsstraat,28,,0,2.0,398000.0,0,1,,0,0,,1,130,0,195.0,231.0,195.0,
5123,5,HOUSE,HOUSE,Oostende,8400,Elisabethlaan,395,,0,2.0,199000.0,0,0,0.0,0,0,GOOD,1,44,0,136.0,208.0,136.0,
19425,3,HOUSE,HOUSE,Elsene,1050,Rue Du Printemps - Lentestraat,57-61,,0,2.0,799000.0,0,1,29.0,0,0,GOOD,1,32,0,0.0,227.0,0.0,
14793,3,APARTMENT,GROUND_FLOOR,Jabbeke,8490,Dorpsstraat,38,0002,1,3.0,499000.0,0,1,60.0,0,0,AS_NEW,0,0,0,,150.0,,
12950,2,APARTMENT,APARTMENT,Morlanwelz,7140,Rue Raoul Warocqué,32/02/04,,1,2.0,140000.0,0,1,3.0,0,0,AS_NEW,0,0,0,,78.0,,
10090,2,APARTMENT,APARTMENT,WAREGEM,8790,Ruitersdreef,91,1,1,,345000.0,0,1,25.0,0,0,GOOD,0,0,0,,172.0,,
7220,3,APARTMENT,APARTMENT,Knokke-Heist,8300,Paul Parmentierlaan,220,21,0,,1195000.0,1,1,,0,0,,0,0,0,,105.0,,
10891,4,HOUSE,HOUSE,Staden,8840,Weidestraat,5,,1,,459000.0,0,1,,0,0,GOOD,0,0,0,432.0,223.0,432.0,
9346,3,HOUSE,HOUSE,Dilbeek,1700,Hockeylaan,27,,1,2.0,439000.0,0,1,,0,0,GOOD,0,0,0,291.0,165.0,291.0,
11065,2,APARTMENT,APARTMENT,KOEKELBERG,1081,Rue Auguste Van Zande,101,,1,2.0,295000.0,0,1,6.0,0,0,AS_NEW,0,0,0,,104.0,,
6692,1,APARTMENT,PENTHOUSE,Watermael-Boitsfort,1170,,,,1,4.0,499000.0,0,1,70.0,0,0,AS_NEW,0,0,0,,90.0,,UnderOption
2530,1,APARTMENT,APARTMENT,Molenbeek-Saint-Jean,1080,Boulevard Louis Mettewie,73,,1,2.0,165000.0,0,1,7.0,0,0,TO_RENOVATE,0,0,0,,80.0,,
17768,1,APARTMENT,SERVICE_FLAT,Knokke-Heist,8300,Meerlaan,37,35,0,,295000.0,0,1,,0,0,GOOD,0,0,0,,58.0,,
17964,2,APARTMENT,APARTMENT,Dendermonde,9200,Heirbaan,80,3,1,2.0,245000.0,0,1,13.0,0,0,AS_NEW,0,0,0,,90.0,,
4003,3,HOUSE,TOWN_HOUSE,Antwerpen,2610,Spoorweglaan,37,,1,2.0,398000.0,0,0,0.0,1,1,AS_NEW,1,87,0,171.0,169.0,171.0,
12340,3,HOUSE,HOUSE,Jette,1090,Avenue du Bourgmestre Jean Neybergh,5,,1,2.0,525000.0,0,1,20.0,0,0,GOOD,1,90,0,248.0,151.0,248.0,UnderOption
2318,4,HOUSE,EXCEPTIONAL_PROPERTY,Bever,1547,Broeck,5,,1,4.0,1295000.0,0,1,125.0,0,0,AS_NEW,1,4200,0,4830.0,349.0,4830.0,
9754,4,HOUSE,HOUSE,Fexhe-le-Haut-Clocher,4347,Rue de la Chapelle,13,,1,3.0,250000.0,0,1,30.0,0,0,TO_BE_DONE_UP,1,600,0,829.0,120.0,829.0,UnderOption
2020,3,HOUSE,HOUSE,Marke,8510,Rekkemsestraat,136,,1,3.0,235000.0,0,1,,0,0,TO_BE_DONE_UP,0,0,0,533.0,165.0,533.0,
18723,2,APARTMENT,APARTMENT,Knokke-Heist,8300,Duinenwater,31,217,0,,425000.0,0,0,0.0,0,0,GOOD,0,0,0,,65.0,,
12306,4,APARTMENT,LOFT,Jette,1090,-,-,,1,2.0,395000.0,0,1,11.0,0,0,GOOD,1,200,0,,179.0,,UnderOption
568,2,APARTMENT,APARTMENT,Koksijde,8670,Vredestraat,29,,0,,495000.0,0,1,,0,0,JUST_RENOVATED,0,0,0,,103.0,,
19400,3,APARTMENT,TRIPLEX,Ciney,5590,,,,1,2.0,322500.0,0,1,,0,0,GOOD,1,162,0,,135.0,,
16792,2,APARTMENT,GROUND_FLOOR,Arlon,6700,Rue de Bitburg,2,11,1,4.0,395000.0,0,1,80.0,0,0,AS_NEW,0,0,0,,100.0,,
15171,2,APARTMENT,APARTMENT,Bredene,8450,Hasseltstraat,10,01.01b,0,,349000.0,0,1,9.0,0,0,GOOD,0,0,0,,100.0,,
4113,3,HOUSE,HOUSE,Deux-Acren,7864,Rue de la Station d’Acren,81,,1,4.0,315000.0,0,1,,0,0,TO_RENOVATE,1,2022,0,2013.0,185.0,2013.0,
15881,3,HOUSE,HOUSE,Écaussinnes,7190,Rue Anselme Mary,46,A,0,3.0,350000.0,0,1,,0,0,,0,0,0,517.0,187.0,517.0,UnderOption
4484,1,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,1200,Avenue Prekelinden,146,,1,2.0,250000.0,0,0,0.0,0,0,AS_NEW,0,0,0,,56.0,,UnderOption
9564,2,APARTMENT,APARTMENT,LONDERZEEL,1840,Linde,84,101,1,3.0,175000.0,0,0,0.0,0,0,TO_RENOVATE,0,0,0,,75.0,,UnderOption
17697,2,APARTMENT,APARTMENT,Namur,5000,Traverse des Muses,13,,1,,265000.0,0,1,7.0,0,0,AS_NEW,0,0,0,,80.0,,
1944,1,APARTMENT,APARTMENT,Schaerbeek,1030,Avenue Eugène Demolder - Eugène Demolderlaan,139-141,,1,2.0,265000.0,0,1,3.0,0,0,JUST_RENOVATED,0,0,0,,70.0,,
5167,2,APARTMENT,APARTMENT,Antwerpen,2000,Sleutelstraat,38,201,0,,290000.0,0,0,0.0,0,0,GOOD,0,0,0,,75.0,,
17685,1,APARTMENT,APARTMENT,Ieper,8900,Sint-Jansstraat,25,,0,,210000.0,0,1,6.0,0,0,GOOD,0,0,0,,60.0,,
17579,3,APARTMENT,APARTMENT,Antwerpen,2000,Huidevettersstraat,6,701,0,,590000.0,0,1,10.0,0,0,TO_RENOVATE,0,0,0,,130.0,,
7486,4,HOUSE,HOUSE,Thimister-Clermont,4890,Rue Cavalier Fonck,3,/,1,4.0,399000.0,0,1,40.0,1,1,,1,900,0,1000.0,,1000.0,UnderOption
10105,4,HOUSE,VILLA,BRASSCHAAT,2930,Hemelakkers,10,,1,4.0,899000.0,0,1,,0,0,GOOD,0,0,0,871.0,291.0,871.0,
14831,2,APARTMENT,APARTMENT,Rochefort,5580,Route de Marche,22D,11,1,2.0,170000.0,0,0,0.0,0,0,GOOD,0,0,0,,105.0,,
2571,3,HOUSE,HOUSE,Ingelmunster,8770,Bollewerpstraat,82,,1,,229000.0,0,0,0.0,0,0,GOOD,0,0,0,260.0,132.0,260.0,
8523,1,APARTMENT,FLAT_STUDIO,Antwerpen,2060,Greinstraat,53,402,1,2.0,109000.0,0,1,6.0,0,0,TO_RENOVATE,0,0,0,,27.0,,
8481,3,HOUSE,HOUSE,Westerlo,2260,Hulshoutsesteenweg,6,,1,4.0,325000.0,0,1,,0,0,TO_RENOVATE,0,0,0,1610.0,180.0,1610.0,
19133,2,APARTMENT,APARTMENT,MIDDELKERKE,8430,Zeedijk,108,0601,1,2.0,750000.0,0,1,12.0,0,0,,0,0,0,,84.0,,
15793,4,HOUSE,HOUSE,Strepy-Bracquegnies,7110,Rue du Galibot 8,,,0,2.0,279000.0,0,0,0.0,0,0,,1,70,0,200.0,200.0,200.0,
15067,4,HOUSE,EXCEPTIONAL_PROPERTY,Zele,9240,Kamershoek,131,,1,4.0,1300000.0,0,1,,0,0,,0,0,0,1351.0,422.0,1351.0,
6921,5,HOUSE,HOUSE,Bilzen,3740,,,,0,4.0,499000.0,0,0,0.0,0,0,GOOD,0,0,0,7721.0,380.0,7721.0,
14709,5,HOUSE,VILLA,Knokke-Heist Knokke,8300,Paulusstraat,39,,1,4.0,4650000.0,0,1,,0,0,AS_NEW,0,0,1,642.0,479.0,642.0,
5050,3,HOUSE,HOUSE,De Panne,8660,De Pannelaan,45,,0,2.0,229000.0,0,0,0.0,0,0,GOOD,1,174,0,271.0,135.0,271.0,
19235,2,APARTMENT,APARTMENT,Knokke,8300,Lippenslaan,336,05,1,2.0,669000.0,0,1,3.0,0,0,AS_NEW,0,0,0,,,,
14306,3,HOUSE,HOUSE,Boom,2850,Oude Reetsebaan,107,,0,3.0,545000.0,0,1,48.0,0,0,GOOD,1,132,0,342.0,235.0,342.0,UnderOption
19476,3,HOUSE,TOWN_HOUSE,NIVELLES,1400,,,,1,,415000.0,0,0,0.0,0,0,,0,0,0,386.0,164.0,386.0,
8621,4,HOUSE,HOUSE,Loppem,8210,Den Houtschen,9,,0,4.0,430000.0,0,1,,0,0,TO_BE_DONE_UP,0,0,0,717.0,227.0,717.0,
12556,3,APARTMENT,LOFT,Woluwe-Saint-Pierre,1150,François Gay,91,,1,2.0,995000.0,0,1,14.0,0,0,AS_NEW,1,82,0,,185.0,,
4458,4,HOUSE,MIXED_USE_BUILDING,Knokke,8300,Natiënlaan,20,,0,2.0,750000.0,0,0,0.0,0,0,TO_RENOVATE,0,0,0,77.0,128.0,77.0,
18122,2,HOUSE,VILLA,ANDERLUES,6150,,,,1,4.0,319000.0,0,1,,1,1,,0,0,0,832.0,132.0,832.0,
3288,2,APARTMENT,APARTMENT,Gent,9000,Victor Braeckmanlaan,327,,0,3.0,229000.0,0,1,,0,0,TO_RENOVATE,0,0,0,,103.0,,
12907,2,APARTMENT,APARTMENT,Assebroek,8310,Daverlostraat,114,4,1,2.0,249000.0,0,1,10.0,0,0,AS_NEW,0,0,0,,75.0,,
1138,3,APARTMENT,APARTMENT,Sint-Idesbald,8670,Strandlaan,227,0101,1,,249000.0,0,0,0.0,0,0,TO_RENOVATE,0,0,0,,106.0,,
12039,1,APARTMENT,SERVICE_FLAT,Veurne,8630,Zuidburgweg,48,0206,1,,199000.0,0,1,12.0,0,0,AS_NEW,0,0,0,,52.0,,
10773,2,APARTMENT,APARTMENT,Landegem,9850,Stationsstraat,100,103,0,,299000.0,0,0,0.0,0,0,GOOD,0,0,0,,97.0,,
8471,3,HOUSE,HOUSE,Zoersel,2980,Epicialaan,1,,1,4.0,525000.0,0,0,0.0,1,1,GOOD,0,0,0,1840.0,150.0,1840.0,
12801,2,APARTMENT,DUPLEX,Knokke-Heist,8300,Van Bunnenlaan,55,41,1,2.0,1050000.0,0,1,30.0,0,0,AS_NEW,0,0,0,,122.0,,
9148,1,APARTMENT,APARTMENT,Bruxelles,1000,Rue d'Arlon,51,,0,2.0,339000.0,0,1,5.0,0,0,GOOD,0,0,0,,93.0,,
11479,3,HOUSE,HOUSE,Begijnendijk,3130,Hannekensstraat,23B,,1,3.0,449000.0,0,1,,0,0,AS_NEW,0,0,0,402.0,150.0,402.0,UnderOption
12281,2,APARTMENT,APARTMENT,Essen,2910,Kapelstraat,29,3,1,,220000.0,0,1,,0,0,TO_BE_DONE_UP,0,0,0,,,,
7513,2,HOUSE,HOUSE,Wondelgem,9032,Dikkelindestraat,59,,1,2.0,200000.0,0,0,0.0,0,0,TO_RENOVATE,0,0,0,225.0,135.0,225.0,PublicSale
15427,2,APARTMENT,APARTMENT,Zelzate,9060,Grote Markt,66,0102,1,,395500.0,0,1,13.0,0,0,GOOD,0,0,0,,111.0,,
2591,5,HOUSE,HOUSE,Marcinelle,6001,Rue Emile Cliquet,20,,1,2.0,299000.0,0,0,0.0,0,0,GOOD,1,100,0,350.0,260.0,350.0,
13431,2,APARTMENT,APARTMENT,Laeken,1020,Avenue du Forum,15,50,1,,199000.0,0,1,24.0,0,0,TO_BE_DONE_UP,0,0,0,,90.0,,UnderOption
13487,0,APARTMENT,KOT,Leuven,3010,Martelarenlaan,200,17,1,4.0,185000.0,1,0,0.0,0,0,AS_NEW,0,0,0,,21.0,,
158,4,HOUSE,HOUSE,Oudenaarde,9700,Robert de Preesterstraat,60,,0,2.0,284500.0,0,1,,0,0,,0,0,0,553.0,197.0,553.0,
13688,3,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,1200,Rue de la Rive,53,,1,4.0,395000.0,0,1,8.0,0,0,GOOD,0,0,0,,120.0,,UnderOption
2452,0,HOUSE,HOUSE,Veurne,8630,Dorpsstraat,8,,0,,395000.0,0,0,0.0,0,0,JUST_RENOVATED,0,0,0,421.0,165.0,421.0,
8854,6,HOUSE,HOUSE,Denderhoutem,9450,Nieuwstraat,68,,0,,325000.0,0,1,,0,0,TO_BE_DONE_UP,0,0,0,1020.0,,1020.0,
1236,4,APARTMENT,APARTMENT,De Haan,8420,Fierens-Gevaertlaan,1,glv,1,,529000.0,0,0,0.0,0,0,GOOD,0,0,0,,171.0,,
18543,2,APARTMENT,APARTMENT,Liège Wandre,4020,Rue de visé,775,,0,2.0,137000.0,0,1,19.0,0,0,,0,0,0,,70.0,,
19542,2,APARTMENT,APARTMENT,Knokke-Heist,8301,,,,0,2.0,599000.0,0,1,6.0,0,0,AS_NEW,0,0,0,,84.0,,
8826,3,APARTMENT,LOFT,Bilzen,3740,Holt,26,11,1,,475000.0,0,1,,0,0,GOOD,0,0,0,,136.0,,
2059,3,HOUSE,HOUSE,HALLE,1500,,,,1,2.0,375000.0,0,0,0.0,0,0,GOOD,0,0,0,581.0,200.0,581.0,
881,1,APARTMENT,LOFT,ANTWERPEN,2000,Lange Koepoortstraat,2,401,1,,325000.0,0,1,,0,0,GOOD,0,0,0,,65.0,,
5871,17,HOUSE,APARTMENT_BLOCK,Vilvoorde,1800,Franklin Rooseveltlaan,29,,1,3.0,1475000.0,0,1,,0,0,GOOD,0,0,0,173.0,709.0,173.0,
3307,3,HOUSE,HOUSE,Wetteren,9230,Keiberg,32,,0,,325000.0,0,0,0.0,0,0,TO_RENOVATE,0,0,0,1402.0,157.0,1402.0,UnderOption
17151,2,APARTMENT,APARTMENT,Leuven,3000,Galgebergstraat,6,1,0,4.0,365000.0,0,1,,0,0,AS_NEW,0,0,0,,83.0,,
14100,4,APARTMENT,APARTMENT,KNOKKE-HEIST,8300,Kustlaan,385,1,1,3.0,2595000.0,0,1,,0,0,AS_NEW,1,312,0,,180.0,,
