house_index,bedrooms,property_type,property_subtype,locality,postal_code,street,number,box,kitchen,facades,price,furnished,terrace,terraceSurface,fireplace,fireplaceCount,buildingState,garden,gardenSurface,pool,landSurface,livingArea,surfaceOfThePlot,typeOfSale
8047,3,APARTMENT,APARTMENT,Knokke,8300,,,,0,,1650000.0,0,0,0.0,0,0,,0,0,0,,,,
11427,3,APARTMENT,APARTMENT,Antwerpen,2018,Karel Oomsstraat,100,0606,0,3.0,585000.0,0,1,12.0,0,0,AS_NEW,0,0,0,,134.0,,
1302,2,APARTMENT,APARTMENT,Forest,1190,Avenue du Domaine,17,,1,2.0,275000.0,0,1,11.0,0,0,TO_BE_DONE_UP,0,0,0,,98.0,,UnderOption
16818,2,APARTMENT,APARTMENT,Antwerpen,2000,Meir,7,6.06,0,2.0,679000.0,0,1,20.0,0,0,AS_NEW,0,0,0,,145.0,,UnderOption
4303,3,HOUSE,MIXED_USE_BUILDING,Drongen,9031,Keuzekouter,57,,0,,525000.0,0,0,0.0,0,0,TO_RENOVATE,0,0,0,0.0,185.0,0.0,
8761,3,HOUSE,HOUSE,Dilbeek Groot-Bijgaarden,1702,Brusselstraat,292,,1,2.0,395000.0,0,1,8.0,0,0,GOOD,0,0,0,303.0,170.0,303.0,
12483,1,APARTMENT,GROUND_FLOOR,Anderlecht,1070,Avenue François Malherbe,6,,1,2.0,270000.0,0,1,21.0,0,0,AS_NEW,1,65,0,,66.0,,
5173,2,HOUSE,HOUSE,Knokke-Heist,8300,,,,1,2.0,699995.0,0,1,,0,0,JUST_RENOVATED,1,135,1,212.0,77.0,212.0,
16398,2,HOUSE,HOUSE,SUGNY,5550,Boulevard Dessus la Ville,221 b,,1,4.0,270000.0,0,1,,1,1,,0,0,0,5403.0,103.0,5403.0,UnderOption
12253,3,APARTMENT,APARTMENT,Knokke-Heist,8300,Elizabetlaan,158,,0,,2995000.0,0,1,,0,0,AS_NEW,0,0,0,,158.0,,
9201,1,APARTMENT,APARTMENT,MIDDELKERKE,8430,Koninginnelaan,52,0507,1,2.0,149000.0,1,1,,0,0,JUST_RENOVATED,0,0,0,,34.0,,
8287,3,HOUSE,HOUSE,HAMME,9220,Spoorwegstraat,88,,1,2.0,298000.0,0,1,22.0,0,0,GOOD,1,97,0,206.0,195.0,206.0,
9237,3,HOUSE,HOUSE,Koksijde,8670,Koninklijke Baan,364,,1,,299000.0,0,1,,0,0,TO_RENOVATE,0,0,0,234.0,134.0,234.0,
18059,2,HOUSE,HOUSE,WAGNELÉE,6223,,,,0,4.0,295000.0,0,0,0.0,1,1,GOOD,1,470,0,1023.0,115.0,1023.0,UnderOption
1795,3,HOUSE,HOUSE,Kluisbergen,9690,Kapellestraat,42,,0,,189000.0,0,0,0.0,0,0,TO_BE_DONE_UP,1,380,0,435.0,160.0,435.0,
7997,3,APARTMENT,APARTMENT,Berchem,2600,Prins Albertlei,5-6,,0,,400000.0,0,1,,0,0,,0,0,0,,169.0,,PublicSale
7704,5,HOUSE,HOUSE,Oostkamp,8020,,,,1,4.0,725000.0,0,0,0.0,0,0,GOOD,1,1494,1,1494.0,481.0,1494.0,
1963,3,HOUSE,HOUSE,Fléron,4621,Rue du Fort,17,,1,3.0,249000.0,0,1,16.0,0,0,AS_NEW,1,60,0,130.0,210.0,130.0,
2630,3,HOUSE,HOUSE,Zwijnaarde,9052,Cornelis de Schepperestraat,28,,1,,369000.0,0,1,,0,0,TO_RENOVATE,0,0,0,742.0,140.0,742.0,
9678,2,APARTMENT,APARTMENT,De Panne,8660,W. Vandermeerenlaan,39,201,0,,217000.0,0,0,0.0,0,0,JUST_RENOVATED,0,0,0,,53.0,,
9892,5,HOUSE,APARTMENT_BLOCK,Antwerpen,2100,Tweegezusterslaan,61,,1,2.0,449000.0,0,1,,0,0,GOOD,0,0,0,299.0,238.0,299.0,
19242,3,APARTMENT,PENTHOUSE,Antwerpen,2050,,,,0,4.0,845000.0,0,1,,0,0,AS_NEW,0,0,0,,140.0,,
17619,3,HOUSE,HOUSE,Herzele,9550,Molendijk,41,E,0,,335000.0,0,1,,0,0,GOOD,0,0,0,203.0,147.0,203.0,UnderOption
4846,3,HOUSE,TOWN_HOUSE,Liège Grivegnée,4030,Rue des Fortifications,72,,1,2.0,299000.0,0,1,13.0,0,0,AS_NEW,1,45,0,139.0,135.0,139.0,UnderOption
5114,3,HOUSE,HOUSE,Diksmuide,8600,Grauwe Broedersstraat,19,,0,3.0,156000.0,0,0,0.0,0,0,GOOD,0,0,0,125.0,118.0,125.0,
19589,1,APARTMENT,APARTMENT,Halle,1500,,,,1,2.0,199000.0,0,1,2.0,0,0,GOOD,0,0,0,,63.0,,UnderOption
6219,3,HOUSE,HOUSE,Rendeux,6987,menehaie,4,,0,4.0,235000.0,0,1,14.0,0,0,,0,0,0,1475.0,122.0,1475.0,
6318,2,HOUSE,HOUSE,Hamme,9220,Loystraat,67,,0,2.0,175000.0,0,1,,0,0,TO_RENOVATE,0,0,0,242.0,105.0,242.0,
6388,1,APARTMENT,APARTMENT,Nieuwpoort,8620,,,,1,,215000.0,0,0,0.0,0,0,GOOD,0,0,0,,53.0,,UnderOption
6347,5,HOUSE,HOUSE,Grobbendonk,2280,Vinkenlaan,1,,0,4.0,469000.0,0,0,0.0,0,0,TO_RENOVATE,0,0,0,2345.0,208.0,2345.0,
4703,0,HOUSE,MIXED_USE_BUILDING,Rebecq,1430,,,,1,2.0,280000.0,0,0,0.0,0,0,TO_RENOVATE,1,100,0,350.0,472.0,350.0,
2539,4,HOUSE,VILLA,Aalst Meldert,9310,Putstraat,56,,0,4.0,439000.0,0,1,,0,0,GOOD,0,0,0,1299.0,211.0,1299.0,
3883,4,HOUSE,EXCEPTIONAL_PROPERTY,Zuienkerke,8377,Prins Leopoldstraat,8,,1,2.0,1270000.0,0,1,200.0,1,2,GOOD,1,1000,0,5911.0,719.0,5911.0,
14675,4,HOUSE,VILLA,Wanze,4520,Rue Raide Vallée,144,A,0,4.0,359000.0,0,0,0.0,0,0,,0,0,0,1440.0,180.0,1440.0,UnderOption
2278,3,HOUSE,HOUSE,Woluwe-Saint-Pierre,1150,Avenue des Frères Legrain,74,,0,3.0,600000.0,0,1,8.0,1,1,GOOD,1,73,0,230.0,174.0,230.0,
16383,2,APARTMENT,APARTMENT,Oostende,8400,Manitobalaan,1 b,302,0,,189000.0,0,0,0.0,0,0,GOOD,0,0,0,,81.0,,
15391,3,HOUSE,HOUSE,Sprimont,4140,Rue d'Esneux,67,,1,4.0,335000.0,0,0,0.0,0,0,TO_RENOVATE,0,0,0,1048.0,133.0,1048.0,
420,3,HOUSE,HOUSE,Herzele Borsbeke,9552,Nieuwstraat,8,,1,3.0,328000.0,0,1,16.0,0,0,,1,125,0,361.0,165.0,361.0,
283,3,HOUSE,APARTMENT_BLOCK,ANTWERPEN,2140,Schildstraat,33,,1,2.0,359900.0,0,0,0.0,0,0,TO_RENOVATE,1,11,0,84.0,156.0,84.0,
997,2,APARTMENT,APARTMENT,UCCLE,1180,François Folie,30,,1,4.0,455000.0,0,1,19.0,0,0,AS_NEW,1,11000,0,,100.0,,
8904,12,HOUSE,APARTMENT_BLOCK,Anderlecht,1070,Gounodlaan,35A,,1,3.0,1720000.0,0,1,,0,0,GOOD,0,0,0,876.0,1018.0,876.0,
3182,3,HOUSE,HOUSE,Uccle,1180,Avenue Hoche,29,,1,3.0,675000.0,0,1,30.0,0,0,AS_NEW,1,190,0,240.0,,240.0,UnderOption
7390,4,HOUSE,HOUSE,Anderlecht,1070,,,,1,2.0,540000.0,0,1,,0,0,GOOD,0,0,0,219.0,300.0,219.0,
6547,4,APARTMENT,PENTHOUSE,Uccle,1180,,,,1,,990000.0,0,1,100.0,0,0,AS_NEW,0,0,0,,203.0,,
5723,5,HOUSE,VILLA,Blankenberge,8370,,,,1,4.0,849000.0,0,1,,0,0,GOOD,0,0,0,1274.0,429.0,1274.0,
3835,2,HOUSE,BUNGALOW,Saint-Nicolas,4420,Rue de l'Europe,66,,1,3.0,270000.0,1,1,110.0,0,0,GOOD,1,25,0,223.0,90.0,223.0,
18265,3,APARTMENT,APARTMENT,Antwerpen,2000,Saucierstraat,5,,1,,370000.0,0,1,2.0,0,0,AS_NEW,0,0,0,,135.0,,
3241,3,HOUSE,HOUSE,Herent,3020,Oostremstraat,11,,0,4.0,505000.0,0,0,0.0,0,0,AS_NEW,0,0,0,833.0,188.0,833.0,
4282,2,APARTMENT,APARTMENT,Westende,8434,Oorlogsinvalidenlaan,10,0001,0,,239000.0,0,0,0.0,0,0,JUST_RENOVATED,0,0,0,,59.0,,
13242,4,HOUSE,HOUSE,AARTSELAAR,2630,Hoevelei,174,,1,,448000.0,0,1,,1,1,GOOD,0,0,0,214.0,210.0,214.0,
18296,2,APARTMENT,GROUND_FLOOR,UCCLE,1180,,,,1,,270000.0,0,1,14.0,0,0,,0,0,0,,77.0,,
8254,2,APARTMENT,APARTMENT,Deurne,2100,Oude Bosuilbaan,27,2,1,2.0,210000.0,0,1,2.0,0,0,GOOD,0,0,0,,95.0,,
16525,3,HOUSE,HOUSE,ARSIMONT,5060,Rue de Fer,B,,1,3.0,299000.0,0,0,0.0,0,0,,0,0,0,0.0,147.0,0.0,
8355,3,HOUSE,HOUSE,MECHELEN,2800,Oude Antwerpsebaan,132,,1,3.0,299000.0,0,1,,0,0,TO_RENOVATE,0,0,0,470.0,128.0,470.0,
17970,3,HOUSE,VILLA,HAMOIS,5360,,,,1,4.0,280000.0,0,1,,0,0,,1,226,0,226.0,94.0,226.0,UnderOption
12442,2,APARTMENT,APARTMENT,Eeklo,9900,Tieltsesteenweg,40A,203,0,,295000.0,0,0,0.0,0,0,GOOD,0,0,0,,98.0,,
4627,2,APARTMENT,APARTMENT,Antwerpen,2600,Wapenstilstandlaan,12,B0601,1,2.0,265000.0,0,1,10.0,0,0,AS_NEW,0,0,0,,82.0,,
19697,1,APARTMENT,APARTMENT,Waregem,8790,Toekomststraat,3,11,0,,250000.0,0,0,0.0,0,0,GOOD,0,0,0,,67.0,,
16199,3,APARTMENT,DUPLEX,Knokke-Heist,8300,Kustlaan,339,5.2,1,2.0,2990000.0,0,1,,0,0,AS_NEW,0,0,0,,184.0,,
12572,1,APARTMENT,APARTMENT,Oudenaarde,9700,Broekstraat,147,22,1,,199000.0,0,1,6.0,0,0,GOOD,0,0,0,,95.0,,UnderOption
8378,3,HOUSE,HOUSE,Zoersel,2980,Gestelsebaan,127,,0,4.0,469900.0,0,0,0.0,0,0,GOOD,1,500,0,810.0,180.0,810.0,
680,7,HOUSE,HOUSE,Saint-Gilles,1060,Rue de Hollande,50,,1,2.0,550000.0,0,0,0.0,0,0,GOOD,1,85,0,180.0,287.0,180.0,
17585,2,APARTMENT,APARTMENT,Knokke-Heist,8300,Zoutelaan,55,3,0,,660000.0,0,1,,0,0,AS_NEW,0,0,0,,96.0,,
15468,4,HOUSE,HOUSE,Ixelles,1050,,,,1,2.0,1950000.0,0,1,60.0,0,0,AS_NEW,1,250,0,426.0,300.0,426.0,UnderOption
154,8,HOUSE,HOUSE,SINT-LENAARTS,2960,Processieweg,20,,0,2.0,450000.0,0,0,0.0,0,0,TO_RENOVATE,0,0,0,417.0,440.0,417.0,
5689,3,HOUSE,HOUSE,Brugge,8200,Manitobalaan,22,,0,3.0,339000.0,0,1,,0,0,GOOD,0,0,0,460.0,229.0,460.0,
17975,5,HOUSE,HOUSE,Nieuwpoort,8620,,,,1,,325000.0,1,0,0.0,0,0,GOOD,0,0,0,140.0,114.0,140.0,
3411,1,APARTMENT,APARTMENT,Ganshoren,1083,Place Marguerite d'Autriche,9,,1,2.0,175000.0,0,0,0.0,0,0,GOOD,0,0,0,,67.0,,
7761,3,HOUSE,HOUSE,Zottegem,9620,Gaverland,52,,0,4.0,249000.0,0,0,0.0,0,0,TO_RENOVATE,0,0,0,922.0,,922.0,
8361,5,HOUSE,HOUSE,KAPELLEN,2950,Hoevensebaan,226,,1,3.0,539000.0,0,1,,0,0,JUST_RENOVATED,0,0,0,540.0,228.0,540.0,
14812,4,HOUSE,HOUSE,Ertvelde,9940,Predikherenlei,31,,0,4.0,695000.0,0,0,0.0,0,0,AS_NEW,0,0,0,4299.0,240.0,4299.0,
14860,2,APARTMENT,APARTMENT,MERELBEKE,9820,Guldensporenpark,117,002,0,,285000.0,0,1,13.0,0,0,,0,0,0,,81.0,,
14454,2,APARTMENT,APARTMENT,Westerlo,2260,Sint-Niklaasstraat,39,N,1,,350000.0,0,1,22.0,0,0,AS_NEW,0,0,1,,112.0,,
7682,2,APARTMENT,PENTHOUSE,Antwerpen-Noord,2060,Carnotstraat,119,6,1,4.0,549000.0,0,1,70.0,0,0,GOOD,0,0,0,,152.0,,
16717,5,HOUSE,APARTMENT_BLOCK,Leuven,3000,Nerviërsstraat,35,,1,2.0,995000.0,1,1,10.0,0,0,JUST_RENOVATED,0,0,0,236.0,120.0,236.0,
9015,2,APARTMENT,DUPLEX,Aartrijke,8211,Brugsestraat,20a,102,1,,199000.0,0,0,0.0,0,0,GOOD,0,0,0,,95.0,,
12549,3,APARTMENT,APARTMENT,Knokke-Heist,8300,Ieperstraat,5,41,0,,850000.0,0,0,0.0,0,0,JUST_RENOVATED,0,0,0,,77.0,,
4312,3,HOUSE,BUNGALOW,Ronse,9600,Elzeelsesteenweg,686,,0,4.0,299000.0,0,1,,0,0,GOOD,0,0,0,856.0,113.0,856.0,
17670,4,HOUSE,HOUSE,MONT-SAINT-GUIBERT,1435,,,,1,3.0,565000.0,0,1,30.0,0,0,,0,0,1,404.0,150.0,404.0,UnderOption
2661,5,HOUSE,HOUSE,Antwerpen,2018,Durletstraat,59,,0,2.0,985000.0,0,1,,0,0,GOOD,1,87,0,220.0,415.0,220.0,
17532,3,APARTMENT,DUPLEX,Braine-l'Alleud,1420,,,,1,3.0,315000.0,0,0,0.0,0,0,AS_NEW,0,0,0,,127.0,,UnderOption
11610,2,APARTMENT,APARTMENT,Roeselare,8800,Hof van T'Henneken,2,22,1,,239000.0,0,1,10.0,0,0,GOOD,0,0,0,,101.0,,
13837,3,APARTMENT,APARTMENT,Knokke-Heist,8300,Lippenslaan,269,4.1,0,,945000.0,0,1,,0,0,AS_NEW,0,0,0,,107.0,,
3790,3,HOUSE,HOUSE,Flémalle,4400,Route de France,176,,1,4.0,319000.0,0,1,105.0,0,0,GOOD,1,955,0,1040.0,145.0,1040.0,
8636,3,HOUSE,HOUSE,Gent,9050,Posthoornstraat,61,,1,2.0,350000.0,0,0,0.0,0,0,TO_RENOVATE,0,0,0,89.0,200.0,89.0,
1276,3,HOUSE,HOUSE,De Pinte,9840,Frans De Potterstraat,11,,1,,765000.0,0,1,,0,0,GOOD,1,521,0,651.0,215.0,651.0,
8132,2,APARTMENT,APARTMENT,TURNHOUT,2300,Patersstraat,44,3,1,2.0,299000.0,0,1,,0,0,GOOD,0,0,0,,130.0,,
19574,5,HOUSE,VILLA,Knokke-Heist,8300,,,,1,4.0,6975000.0,0,1,,0,0,AS_NEW,0,0,0,950.0,452.0,950.0,
10901,3,HOUSE,HOUSE,Mechelen,2800,Sint-Lambertuslaan,110,,0,,495000.0,0,1,,0,0,,0,0,0,1193.0,132.0,1193.0,
12668,2,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,1200,Rue des Floralies,89b,,0,2.0,295000.0,0,1,13.0,0,0,TO_BE_DONE_UP,0,0,0,,81.0,,UnderOption
116,3,HOUSE,HOUSE,Moorsel,9310,Exterkenstraat,34,,1,,255000.0,0,1,,0,0,TO_RENOVATE,0,0,0,614.0,173.0,614.0,
15043,1,APARTMENT,APARTMENT,De Panne,8660,Leopold I Esplanade,1 B,B0406,0,,164000.0,0,1,6.0,0,0,GOOD,0,0,0,,35.0,,
13219,4,HOUSE,HOUSE,Koekelare,8680,Bisschophoekstraat,1,,0,4.0,389000.0,0,1,,1,1,AS_NEW,0,0,0,0.0,175.0,0.0,
11469,3,APARTMENT,APARTMENT,Oudenaarde,9700,Grachtschelde,10,302,0,2.0,685000.0,0,1,,0,0,GOOD,0,0,0,,205.0,,
16926,3,HOUSE,HOUSE,Sint-Amands Oppuurs,2890,Bieshuizen,20,,1,2.0,375000.0,0,1,,0,0,,1,94,0,252.0,101.0,252.0,
1112,3,APARTMENT,APARTMENT,Merksem,2170,Roederdelft,25,5,1,,185000.0,0,1,1.0,0,0,GOOD,0,0,0,,76.0,,
9992,2,APARTMENT,APARTMENT,BERCHEM-SAINTE-AGATHE,1082,Rue Openveld,63,,0,2.0,235000.0,0,1,8.0,0,0,GOOD,0,0,0,,72.0,,
7674,1,APARTMENT,APARTMENT,Laken (Brussel),1020,Kloosterstraat,44,2D,0,2.0,189000.0,0,0,0.0,0,0,,0,0,0,,70.0,,
19325,3,HOUSE,HOUSE,Beauraing,5570,,,,1,3.0,295000.0,0,1,15.0,0,0,AS_NEW,1,1,0,411.0,152.0,411.0,
15279,2,APARTMENT,APARTMENT,Gent,9052,Tweebekenstraat,11,1,1,3.0,495000.0,0,1,27.0,0,0,AS_NEW,0,0,0,,110.0,,
9676,3,APARTMENT,APARTMENT,HOBOKEN,2660,Nachtegaallaan,6,,1,2.0,199000.0,0,0,0.0,0,0,TO_BE_DONE_UP,0,0,0,,88.0,,UnderOption
3649,6,HOUSE,HOUSE,Kraainem,1950,Avenue Baron Albert d'Huart,301,,1,4.0,1180000.0,0,0,0.0,0,0,GOOD,1,750,0,1122.0,306.0,1122.0,UnderOption
12644,2,APARTMENT,DUPLEX,Sleidinge,9940,Schoolstraat,18 A,201,0,,399000.0,0,1,17.0,0,0,AS_NEW,0,0,0,,107.0,,
1256,2,APARTMENT,APARTMENT,WILRIJK,2610,Populierenlaan,1,801,1,3.0,215000.0,0,1,4.0,0,0,GOOD,0,0,0,,84.0,,
3684,2,APARTMENT,APARTMENT,Oostende,8400,Koningin Astridlaan,15,0503,1,,850000.0,0,0,0.0,0,0,AS_NEW,0,0,0,,117.0,,
19057,2,APARTMENT,APARTMENT,HZ Cadzand,8300,,,,0,2.0,3450000.0,0,1,26.0,0,0,AS_NEW,0,0,0,,174.0,,
13859,1,APARTMENT,APARTMENT,Sint-Denijs-Westrem,9051,Derbystraat,202,,1,4.0,150000.0,0,1,5.0,0,0,GOOD,0,0,0,,62.0,,
18965,3,HOUSE,EXCEPTIONAL_PROPERTY,Rixensart,1330,,,,1,3.0,845000.0,0,1,65.0,1,1,AS_NEW,0,0,1,543.0,300.0,543.0,
14733,2,APARTMENT,APARTMENT,Ninove,9400,Centrumlaan,67,1,0,,355000.0,0,0,0.0,0,0,GOOD,0,0,0,,115.0,,
2481,3,HOUSE,HOUSE,HERENTHOUT,2270,Molenstraat,58,,1,3.0,895000.0,0,1,,0,0,JUST_RENOVATED,0,0,0,364.0,260.0,364.0,
7592,6,HOUSE,EXCEPTIONAL_PROPERTY,Tubize,1480,,,,1,4.0,495000.0,0,1,55.0,0,0,GOOD,1,4771,0,5340.0,293.0,5340.0,UnderOption
9566,3,APARTMENT,APARTMENT,Borgerhout,2140,Turnhoutsebaan,455,2,0,3.0,189000.0,0,1,,0,0,TO_BE_DONE_UP,0,0,0,,101.0,,UnderOption
14591,3,HOUSE,HOUSE,Eeklo,9900,Hugo Verrieststraat,7,A,0,4.0,395000.0,0,1,,0,0,AS_NEW,0,0,0,494.0,153.0,494.0,
17387,5,HOUSE,HOUSE,Assebroek,8310,Kathelijne Idestraat,10F,,0,,393000.0,0,0,0.0,0,0,GOOD,0,0,0,169.0,,169.0,
830,2,HOUSE,HOUSE,ANGLEUR,4031,Rue de la Belle Jardinière,457,,1,4.0,275000.0,0,1,,1,1,TO_BE_DONE_UP,0,0,0,788.0,130.0,788.0,
18277,4,HOUSE,HOUSE,Keerbergen,3140,,,,1,4.0,549000.0,0,1,,0,0,TO_RENOVATE,0,0,0,3293.0,151.0,3293.0,
1602,2,APARTMENT,GROUND_FLOOR,Borgerhout,2140,Gitschotellei,217,1,0,,280000.0,0,1,155.0,0,0,TO_RENOVATE,1,155,0,,84.0,,
16738,4,HOUSE,VILLA,Virginal,1460,Rue Bruyère de Virginal,133,,0,4.0,450000.0,0,1,,0,0,,0,0,0,579.0,180.0,579.0,UnderOption
3057,3,HOUSE,HOUSE,Lokeren,9160,Gentse Steenweg,95,,1,,326000.0,0,0,0.0,0,0,TO_BE_DONE_UP,0,0,0,552.0,211.0,552.0,UnderOption
14711,2,APARTMENT,APARTMENT,Zwijndrecht,2070,Burchtsestraat,116,2,1,3.0,312000.0,0,1,13.0,0,0,AS_NEW,0,0,0,,105.0,,
10802,3,APARTMENT,GROUND_FLOOR,Anderlecht,1070,Rue des Matériaux,20,,1,2.0,310000.0,0,1,27.0,0,0,GOOD,1,35,0,,120.0,,UnderOption
8552,2,HOUSE,HOUSE,LICHTAART,2460,Lievevrouwestraat,32,,0,3.0,249000.0,0,0,0.0,0,0,JUST_RENOVATED,0,0,0,219.0,102.0,219.0,
13168,2,APARTMENT,DUPLEX,Knokke,8300,Zoutelaan,3,5.1,1,2.0,475000.0,0,1,7.0,0,0,GOOD,0,0,0,,65.0,,
5025,2,APARTMENT,APARTMENT,Antwerpen,2018,Brederodestraat,184,1J,0,,219000.0,0,1,17.0,0,0,TO_BE_DONE_UP,0,0,0,,83.0,,
10370,4,HOUSE,HOUSE,Ingelmunster,8770,Heirweg-Zuid,40,,1,,350000.0,0,1,,0,0,GOOD,0,0,0,477.0,191.0,477.0,
9515,2,APARTMENT,APARTMENT,MERKSEM,2170,Lambrechtshoekenlaan,99,1,1,3.0,239500.0,0,0,0.0,0,0,GOOD,0,0,0,,101.0,,
5346,4,HOUSE,HOUSE,Sint-Pieters-Leeuw,1600,Ruisbroeksesteenweg,28,,1,4.0,435000.0,0,1,18.0,0,0,GOOD,0,0,0,566.0,178.0,566.0,UnderOption
17852,2,APARTMENT,APARTMENT,Knokke,8300,Patriottenstraat,60,3.2,0,,895000.0,0,0,0.0,0,0,AS_NEW,0,0,0,,99.0,,
13940,3,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,1200,Albert-Elisabethlaan,66,,1,2.0,350000.0,0,1,31.0,0,0,TO_BE_DONE_UP,0,0,0,,109.0,,UnderOption
18640,1,APARTMENT,APARTMENT,Waterloo,1410,,,,1,,340000.0,0,1,7.0,0,0,AS_NEW,0,0,0,,43.0,,
1922,3,HOUSE,TOWN_HOUSE,Molenbeek-Saint-Jean,1080,Levallois-Perretstraat,28,,1,2.0,399000.0,0,1,20.0,0,0,GOOD,1,100,0,165.0,163.0,165.0,
11055,5,HOUSE,VILLA,Knokke-Heist,8300,Eglantierenlaan,2,,0,4.0,3450000.0,0,0,0.0,0,0,AS_NEW,0,0,1,655.0,620.0,655.0,
16672,4,HOUSE,FARMHOUSE,Bocholt,3950,Krokusstraat,16,,0,4.0,995000.0,0,0,0.0,1,1,GOOD,0,0,1,38326.0,336.0,38326.0,
9501,2,APARTMENT,APARTMENT,Antwerpen,2610,Pater De Dekenstraat,55,101,0,2.0,408500.0,0,1,5.0,0,0,AS_NEW,0,0,0,,134.0,,
16796,2,APARTMENT,APARTMENT,Oostduinkerke,8670,Albert I Laan,47,,0,,425000.0,0,1,,0,0,GOOD,0,0,0,,75.0,,
12749,3,APARTMENT,GROUND_FLOOR,Bruxelles,1000,Quai des Usines,155,0.09,1,2.0,399000.0,0,0,0.0,0,0,GOOD,0,0,0,,129.0,,
7563,2,HOUSE,HOUSE,Heist-op-den-Berg,2220,Pastoor Mellaertsstraat,33,,0,,248000.0,0,0,0.0,0,0,,0,0,0,0.0,,0.0,UnderOption
16751,8,HOUSE,APARTMENT_BLOCK,Merelbeke,9820,Poelstraat,226,,0,,1112000.0,0,0,0.0,0,0,,0,0,0,1495.0,842.0,1495.0,
3851,4,HOUSE,HOUSE,Schaerbeek,1030,Rue Anatole France,95,,1,2.0,499000.0,0,0,0.0,0,0,GOOD,0,0,0,110.0,237.0,110.0,
3938,2,APARTMENT,APARTMENT,Gent,9000,Gustaaf Callierlaan,25,,0,,445000.0,0,1,,0,0,GOOD,0,0,0,,105.0,,
13848,2,APARTMENT,APARTMENT,Halle,1500,Nijverheidsstraat,32,1.1,1,,315000.0,0,1,10.0,0,0,AS_NEW,0,0,0,,86.0,,
13944,2,APARTMENT,APARTMENT,Brussels City,1000,Kruidtuinlaan,"3,D8",,1,2.0,375000.0,1,0,0.0,0,0,GOOD,0,0,0,,95.0,,
14131,2,APARTMENT,DUPLEX,Antwerpen,2000,Kipdorp,50,,1,1.0,440000.0,0,1,12.0,0,0,AS_NEW,0,0,0,,114.0,,UnderOption
8268,1,APARTMENT,APARTMENT,HASSELT,3500,Blijde-Inkomststraat,13,A,1,3.0,175000.0,0,0,0.0,0,0,TO_BE_DONE_UP,0,0,0,,112.0,,
14692,4,HOUSE,HOUSE,Berlaar,2590,Pastoor Praillestraat,11,,1,3.0,529000.0,0,1,30.0,0,0,AS_NEW,1,120,0,350.0,220.0,350.0,
14310,1,APARTMENT,FLAT_STUDIO,Leuven,3000,Engels Plein,-,,0,2.0,85000.0,1,1,,0,0,,0,0,0,,17.0,,
10719,5,HOUSE,VILLA,FAUVILLERS,6637,Route de la Barrière,120,,1,4.0,400000.0,0,0,0.0,0,0,GOOD,0,0,0,1020.0,,1020.0,
3606,3,HOUSE,HOUSE,Berlaar,2590,Legrellestraat,90,,0,,329000.0,0,0,0.0,0,0,TO_RENOVATE,0,0,0,680.0,134.0,680.0,
12971,2,APARTMENT,APARTMENT,Westende,8434,Zeedijk,344,0001,0,,339000.0,1,1,4.0,0,0,JUST_RENOVATED,0,0,0,,65.0,,
1320,3,HOUSE,HOUSE,SINT-MARTENS-LATEM,9830,Kroonstraat,10,,1,4.0,650000.0,0,1,,0,0,,0,0,0,655.0,173.0,655.0,
17410,2,APARTMENT,APARTMENT,Knokke-Heist,8300,Blancgarinstraat,17,41,0,,495000.0,0,0,0.0,0,0,AS_NEW,0,0,0,,76.0,,
9571,2,HOUSE,TOWN_HOUSE,MORTSEL,2640,Edegemsestraat,149,,1,2.0,299000.0,0,0,0.0,0,0,GOOD,0,0,0,70.0,132.0,70.0,
11905,3,HOUSE,HOUSE,Bredene,8450,Blekkaertstraat,10,15,1,,219000.0,0,0,0.0,0,0,,0,0,0,180.0,100.0,180.0,
170,3,HOUSE,HOUSE,Dentergem,8720,Vaerestraat,34,,0,3.0,289000.0,0,0,0.0,0,0,TO_RENOVATE,0,0,0,1224.0,150.0,1224.0,
10950,2,APARTMENT,APARTMENT,Deinze,9800,Gentstraat,45,13,1,2.0,229000.0,0,0,0.0,0,0,AS_NEW,0,0,0,,80.0,,UnderOption
6534,3,HOUSE,MIXED_USE_BUILDING,Oostende,8400,Nieuwpoortsesteenweg,342,,1,,339000.0,0,1,11.0,0,0,,1,66,0,0.0,,0.0,
9694,4,HOUSE,HOUSE,Edegem,2650,Graaf de Fienneslaan,44,,1,3.0,399000.0,0,0,0.0,1,1,TO_BE_DONE_UP,1,150,0,318.0,140.0,318.0,UnderOption
12785,2,APARTMENT,APARTMENT,Uccle,1180,Place Olivier Strebelle,7,,1,2.0,470000.0,0,1,10.0,0,0,AS_NEW,0,0,0,,99.0,,UnderOption
18898,5,APARTMENT,APARTMENT,Antwerpen,2000,Braziliëstraat,28,,1,2.0,1950000.0,0,1,118.0,0,0,AS_NEW,0,0,1,,356.0,,
19881,12,HOUSE,APARTMENT_BLOCK,FRASNES-LEZ-BUISSENAL,7911,Route d'Hacquegnies,45,,1,,550000.0,0,0,0.0,0,0,,0,0,0,3416.0,,3416.0,
394,1,HOUSE,HOUSE,Zottegem,9620,Kloosterstraat,10,,0,,245000.0,0,0,0.0,0,0,TO_RENOVATE,0,0,0,535.0,140.0,535.0,
